qtd,time_on,time_off,q264,q464,q750,q1264,q1864,q2564,withtoff,is_pc,is_mob
0.052632,0.100474,0.038767,0.0395,0.1431,0.3862,0.3099,0.1213,0,1,0,1
0.026316,0.039896,0.118302,0.5261,0.1888,0.1847,0.1004,0,0,1,1,0
0,0.011904,0,0.1081,0.8919,0,0,0,0,0,0,1
0.026316,0.030445,0.081319,0.703,0,0,0,0,0.297,1,0,1
0.078947,0.029147,0.012667,0.5967,0.0434,0.0434,0.0416,0.0488,0.226,1,1,0
0.026316,0.014465,0.035673,0.8944,0.0211,0.0282,0.0282,0.0141,0.0141,1,1,0
0,0.092129,0,0.059,0.0567,0.059,0.0635,0.0726,0.6893,0,1,0
0,0.000794,0,0.2857,0.1429,0.5714,0,0,0,0,1,0
0,0.155256,0,0.3253,0.0212,0.058,0.0226,0.0212,0.5516,0,1,0
0.078947,0.00781,0.188483,0.2222,0.037,0.037,0.7037,0,0,1,1,0
0,0.00202,0,0.0769,0.0769,0.0769,0.0769,0.0769,0.6154,0,1,0
0,0.030662,0,0.0069,0.0069,0.0069,0.0069,0.0069,0.9655,0,1,0
0.052632,0.05483,0.027665,0.485,0.116,0.1082,0.0913,0.0913,0.1082,1,1,0
0.026316,0.010245,0.385338,0.2637,0.7363,0,0,0,0,1,0,1
0.026316,0.195873,0.011139,0.005,0.005,0.005,0.005,0.005,0.9752,1,1,0
0,0.122286,0,0.1524,0.0158,0.014,0.8179,0,0,0,1,0
0.026316,0.054974,0.008955,0.9939,0.0061,0,0,0,0,1,1,0
0,0.195513,0,0.0516,0.0319,0.044,0.0374,0.0473,0.7879,0,1,0
0.026316,0.037984,0.246214,0.0151,0.0025,0.0402,0.2437,0.0251,0.6734,1,0,1
0,0.322271,0,0.0291,0.0291,0.0305,0.0311,0.0393,0.8409,0,1,0
0.052632,0.007912,0.033634,1,0,0,0,0,0,1,1,0
0,0.04776,0,0.3498,0.0045,0.0045,0.0045,0.0045,0.6323,0,1,0
0,0.547075,0,0.0032,8e-04,4e-04,0.002,0.0028,0.9907,0,0,1
0,0.023231,0,0.243,0.1121,0.0187,0.6262,0,0,0,1,0
0,0.014068,0,0.0746,0.0597,0.0597,0.0597,0.0597,0.6866,0,1,0
0.052632,0.112065,0.048013,0.0396,0.0572,0.2961,0.2588,0.1172,0.231,1,0,1
0.078947,0.038994,0.059576,0.1967,0.0516,0.0488,0.0516,0.0502,0.6011,1,1,0
0,0.032321,0,0.0519,0.026,0.026,0.8961,0,0,0,1,0
0.026316,0.27397,0.087798,0.0012,0,0,0,0,0.9988,1,0,1
0,0.000433,0,0.2,0.2,0.2,0.4,0,0,0,1,0
0,0.006782,0,0.6923,0.3077,0,0,0,0,0,1,0
0,0.646634,0,0.0332,0.0077,0.0077,0.9513,0,0,0,1,0
0.026316,0.014609,0.049796,0.0313,0.025,0.025,0.025,0.025,0.8688,1,1,0
0,0.026189,0,0.6613,0.0726,0.0403,0.0403,0.0645,0.121,0,1,0
0.026316,0.177765,0.179601,0.1904,0.0544,0.0356,0.0421,0.1645,0.513,1,1,0
0.052632,0.049251,0.064356,0.9394,0.0606,0,0,0,0,1,1,0
0,0.003463,0,0.0455,0,0.1364,0.5,0.0909,0.2273,0,0,1
0,0.118101,0,0.0147,0.0687,0.054,0.0867,0.0917,0.6841,0,0,1
0,0.027343,0,0.1132,0.327,0.239,0.3082,0.0126,0,0,0,1
0,0.008008,0,0.1026,0.1538,0.4103,0.0513,0.0513,0.2308,0,1,0
0,0.017026,0,0.9036,0.0241,0.0241,0.0241,0.012,0.012,0,1,0
0,0.48099,0,0.152,0.0158,0.0158,0.0204,0.2121,0.5839,0,1,0
0.105263,0.026347,0.060571,0.2521,0.1132,0.1235,0.5077,0.0034,0,1,1,0
0.026316,0.022401,0.023588,0.2857,0.4416,0.2013,0.0714,0,0,1,1,0
0.026316,0.002814,0.038366,0.2188,0.0938,0.0938,0.125,0.0625,0.4063,1,1,0
0.026316,0.099921,0.091366,0.951,0.0205,0.0079,0.0205,0,0,1,1,0
0.078947,0.025972,0.079548,0.218,0.0697,0.0449,0.6674,0,0,1,1,0
0,0.216723,0,0.9495,0.0116,0.0126,0.0263,0,0,0,1,0
0,0.018541,0,0.0787,0.0787,0.0787,0.0787,0.0899,0.5955,0,1,0
0,0.000289,0,0.5,0.25,0.25,0,0,0,0,1,0
0,0.181011,0,0.131,0.1262,0.1119,0.319,0.1417,0.1702,0,1,0
0,0.014213,0,1,0,0,0,0,0,0,1,0
0.210526,0.046405,0.018,0.324,0.1335,0.0789,0.4636,0,0,1,1,0
0,0.000433,0,0.3333,0.1667,0.1667,0.1667,0.1667,0,0,1,0
0,0.010317,0,0.1304,0,0,0,0,0.8696,0,0,1
0.026316,0.034016,0.043681,0.9844,0.0063,0.0094,0,0,0,1,1,0
0,0.074021,0,0.4277,0.1908,0.1301,0.1272,0.0983,0.026,0,1,0
0,0.000938,0,0.8,0.2,0,0,0,0,0,1,0
0.052632,0.031287,0.064502,0.0516,0.0157,0.0157,0.0157,0.0157,0.8857,1,1,0
0,0.002742,0,1,0,0,0,0,0,0,0,1
0,0.23815,0,0.0853,0.0872,0.135,0.2231,0.2268,0.2427,0,1,0
0.052632,0.129404,0.013541,6e-04,0.5942,0.0996,0.0132,0.0338,0.2587,1,0,1
0,0.004545,0,0.2083,0.0833,0.0833,0.0833,0.0833,0.4583,0,1,0
0,0.036433,0,0.0057,0,0.0115,0.9828,0,0,0,0,1
0.157895,0.040442,0.023952,0.4192,0.0475,0.0439,0.0431,0.0431,0.4033,1,1,0
0,0.082967,0,0.7224,0.0566,0.0485,0.0162,0.035,0.1213,0,1,0
0,0.012048,0,0.0339,0.0169,0.0169,0.0169,0.0169,0.8983,0,1,0
0,0.001154,0,0.25,0,0.25,0.5,0,0,0,1,0
0.026316,0.007142,0.092676,0.2273,0.3977,0.0568,0.1023,0.1136,0.1023,1,0,1
0,0.034774,0,0.0442,0.0497,0.7182,0.1878,0,0,0,0,1
0.026316,0.083291,0.022932,0.685,0.0201,0.0188,0.0188,0.0174,0.2399,1,1,0
0.052632,0.013996,0.016672,0.0404,0.0253,0.0202,0.9141,0,0,1,1,0
0,0.084987,0,1,0,0,0,0,0,0,1,0
0,0.001587,0,0.0909,0.0909,0.0909,0.0909,0.0909,0.5455,0,1,0
0,0.035856,0,0,0,0,0,0,1,0,0,1
0.026316,0.021283,0.315303,0.1149,0.0298,0.0681,0.0681,0.0936,0.6255,1,0,1
0.026316,0.078458,0.107819,0.1577,0.1085,0.1451,0.2028,0.2338,0.1521,1,1,0
0,0.001731,0,1,0,0,0,0,0,0,1,0
0.026316,0.014645,0.038221,0.2517,0.042,0.042,0.049,0.042,0.5734,1,1,0
0,0.148402,0,0.8207,0.1016,0.0339,0.0438,0,0,0,1,0
0.026316,0.005158,0.035818,0.2115,0.0962,0.1154,0.5769,0,0,1,1,0
0,0.421759,0,0.4837,0.1959,0.1257,0.1948,0,0,0,1,0
0,0.036938,0,0.1294,0.1176,0.2353,0.0235,0.1882,0.3059,0,0,1
0,0.002164,0,0.0769,0.0769,0.0769,0.7692,0,0,0,1,0
0.157895,0.079565,0.011709,0.1623,0.0064,0.0064,0.0064,0.0072,0.8112,1,1,0
0,0.004184,0,0.2143,0.1071,0.1429,0.5357,0,0,0,1,0
0,0.097107,0,0.0216,0.1875,0.7909,0,0,0,0,0,1
0.026316,0.016846,0.015288,0.0694,0.0116,0.0405,0.0231,0.0462,0.8092,1,0,1
0.052632,0.134743,0.021913,0.0183,5e-04,0.001,0.0273,0.2867,0.6661,1,0,1
0.026316,0.008982,0.043462,0.2159,0.1364,0.1705,0.1477,0.1705,0.1591,1,1,0
0,0.155039,0,0.4522,0.1826,0.1493,0.0739,0.0377,0.1043,0,1,0
0,0.068682,0,0.4566,0.0665,0.0636,0.0607,0.0607,0.2919,0,1,0
0.052632,0.064762,0.024461,0.064,0.0069,0.0126,0.0069,0.0069,0.9029,1,1,0
0.026316,0.023411,0.018419,0.1765,0,0.8235,0,0,0,1,0,1
0,0.001731,0,0,0,0,0,0.6667,0.3333,0,0,1
0,0.160234,0,0.0014,0,0,0.1653,0.2642,0.5691,0,0,1
0,0.006277,0,1,0,0,0,0,0,0,1,0
0,0.00974,0,0.0789,0.0526,0.0526,0.0526,0.0658,0.6974,0,1,0
0,0.162759,0,0.0383,0,0.0144,0.061,0.1519,0.7344,0,0,1
0,0.005772,0,0.2,0.1667,0.1667,0.1667,0.1333,0.1667,0,1,0
0,0.234832,0,0.2662,0.0253,0.019,0.0181,0.019,0.6525,0,1,0
0,0.017603,0,0.253,0.4578,0.2892,0,0,0,0,1,0
0.026316,0.270291,0.009173,0.1759,0.0107,0.0107,0.0107,0.0115,0.7805,1,1,0
0,0.00101,0,0.25,0.25,0.25,0.25,0,0,0,1,0
0.026316,0.010641,0.046957,0.4175,0.0583,0.233,0.0485,0.0485,0.1942,1,1,0
0.026316,0.001371,0.010556,0.08,0,0.24,0.68,0,0,1,0,1
0,0.116514,0,0.9402,0.0532,0.0066,0,0,0,0,1,0
0,0.040618,0,0.6585,0.3415,0,0,0,0,0,1,0
0.026316,0.044477,0.019001,0.0978,0.0939,0.1115,0.1468,0.1409,0.409,1,0,1
0.026316,0.02002,0.076514,0.1429,0.0893,0.0774,0.0595,0.0774,0.5536,1,1,0
0,0.094221,0,0.9839,0.0161,0,0,0,0,0,1,0
0.210526,0.006076,0.052745,0.5598,0.2057,0.1196,0.0861,0.0287,0,1,1,0
0,0.031311,0,0.4315,0.0137,0.0068,0.0068,0.0068,0.5342,0,1,0
0,0.029147,0,0.0217,0.0217,0.0217,0.0217,0.0217,0.8913,0,1,0
0,0.019046,0,0.8352,0.033,0.033,0.0989,0,0,0,1,0
0,0.06493,0,0.8911,0.1089,0,0,0,0,0,0,1
0,0.024601,0,0.9573,0.0427,0,0,0,0,0,1,0
0.026316,0.02774,0.022277,0.6808,0.0231,0.0231,0.0308,0.0192,0.2231,1,1,0
0,0.000505,0,0.75,0.25,0,0,0,0,0,1,0
0,0.003607,0,0.1053,0.0526,0.0526,0.0526,0.0526,0.6842,0,1,0
0,0.032321,0,0.0069,0,0.0278,0.6042,0.3611,0,0,1,0
0,0.024529,0,0.0074,0.0441,0.3235,0.1324,0.1471,0.3456,0,0,1
0.026316,0.056129,0.010483,0.7637,0.2339,0.0024,0,0,0,1,1,0
0.026316,0.239882,0.037129,0.6873,0.1891,0.093,0.0269,0.0038,0,1,1,0
0.026316,0.029471,0.180547,0.0498,0.0498,0.0463,0.0463,0.0427,0.7651,1,1,0
0,0.532718,0,0.0984,0.0154,0.0215,0.015,0.5573,0.2923,0,1,0
0,0.104971,0,0.0717,0,0,0,0.1022,0.8261,0,0,1
0,0.000866,0,0.2857,0.1429,0.1429,0.4286,0,0,0,1,0
0,0.139384,0,0.9862,0.0138,0,0,0,0,0,1,0
0,0.05584,0,0.992,0.008,0,0,0,0,0,1,0
0,0.025467,0,0.0242,0.0242,0.0161,0.0161,0.0161,0.9032,0,1,0
0.026316,0.063992,0.038221,0.1229,0.0807,0.1119,0.1761,0.2679,0.2404,1,1,0
0,0.290022,0,0,8e-04,0,0.0056,0.0754,0.9182,0,0,1
0,0.001443,0,0.1111,0.1111,0.1111,0.6667,0,0,0,1,0
0.052632,0.04069,0.043717,0.9295,0.0705,0,0,0,0,1,1,0
0.026316,0.019515,0.186663,0.4224,0.0932,0.087,0.0745,0.0807,0.2422,1,1,0
0,0.311666,0,0.1127,0.0446,0.0347,0.0248,0.0227,0.7605,0,1,0
0,0.003247,0,0.75,0.1875,0.0625,0,0,0,0,1,0
0.052632,0.187192,0.086233,0.0677,0.1423,0.1419,0.239,0.2416,0.1674,1,1,0
0.026316,0.092165,0.057295,0.8082,0.0888,0.0302,0.0728,0,0,1,1,0
0,0.253156,0,0.7008,0.1835,0.1034,0.0122,0,0,0,1,0
0,0.076041,0,0.0817,0.0817,0.0817,0.107,0.1465,0.5014,0,1,0
0,0.004906,0,0.1667,0.0833,0.0833,0.0833,0.0833,0.5,0,1,0
0.026316,0.030625,0.008809,0.1954,0.0331,0.0331,0.0331,0.0331,0.6722,1,1,0
0.026316,0.010497,0.068142,0.0762,0.0476,0.0476,0.0571,0.0476,0.7238,1,1,0
0,0.062189,0,0.0069,0.0069,0.0069,0.0069,0.0069,0.9656,0,1,0
0.052632,0.046461,0.012886,0.6738,0.0168,0.0168,0.0168,0.0168,0.2591,1,1,0
0,0.028281,0,0.3209,0.0373,0.0373,0.0373,0.0299,0.5373,0,1,0
0.052632,0.095953,0.091439,0.4434,0.1195,0.0814,0.0717,0.1212,0.1628,1,1,0
0.026316,0.004293,0.038585,0.48,0.2,0.32,0,0,0,1,0,1
0.026316,0.052846,0.199112,0.4684,0.0387,0.0387,0.0407,0.0428,0.3707,1,1,0
0,0.006782,0,0.0732,0.6829,0,0.2439,0,0,0,0,1
0.394737,0.024435,0.021185,0.0469,0,0.6875,0.2109,0.0078,0.0469,1,1,0
0.052632,0.029243,0.046848,0.6837,0.2245,0.0884,0.0034,0,0,1,1,0
0.078947,0.052882,0.094035,0.302,0.1061,0.1276,0.201,0.1633,0.1,1,1,0
0,0.033908,0,0.175,0.1688,0.1625,0.1625,0.1688,0.1625,0,1,0
0,0.053459,0,0.0597,0.0261,0.0261,0.1903,0.6978,0,0,0,1
0,0.00101,0,0.2857,0.1429,0.1429,0.4286,0,0,0,1,0
0.052632,0.044273,0.011357,0.1327,0.0216,0.0216,0.0199,0.0182,0.7861,1,1,0
0.026316,0.101977,0.113643,0.3486,0.1895,0.1492,0.2331,0.073,0.0065,1,1,0
0,0.489359,0,1,0,0,0,0,0,0,1,0
0,0.206984,0,0.0476,0.0072,0.0072,0.0072,0.0072,0.9234,0,1,0
0.026316,0.153524,0.013978,0.0078,0.0071,0.0071,0.0071,0.0071,0.9639,1,1,0
0.052632,0.017796,0.111423,0.2552,0.2345,0.2207,0.1517,0.0897,0.0483,1,1,0
0.026316,0.18249,0.065521,0.1463,0.0195,0.0195,0.8147,0,0,1,1,0
0.052632,0.069836,0.017108,0.2006,0.0168,0.0198,0.0188,0.0138,0.7302,1,1,0
0,0.000649,0,0.8,0,0.2,0,0,0,0,0,1
0,0.091408,0,0.0312,0.0021,0.1767,0.0728,0.1185,0.5988,0,0,1
0,0.094943,0,0.0271,0.0203,0.088,0.0226,0.0226,0.8194,0,1,0
0.078947,0.030229,0.099495,0.4517,0.1712,0.2459,0.1038,0.0237,0.0036,1,1,0
0.026316,0.148943,0.075641,0.3514,0.0231,0.0239,0.0231,0.0239,0.5546,1,1,0
0.026316,0.06291,0.021913,0.3105,0.1681,0.4974,0.0223,0.0017,0,1,0,1
0,0.016593,0,0.1169,0.8701,0.013,0,0,0,0,1,0
0,0.114422,0,0.4972,0.0245,0.0226,0.0207,0.0207,0.4143,0,1,0
0,0.016954,0,0.0741,0,0,0,0.0123,0.9136,0,0,1
0,0.374937,0,0.0183,0.0139,0.0133,0.0133,0.0177,0.9236,0,1,0
0,0.018397,0,0.0805,0.046,0.046,0.046,0.046,0.7356,0,1,0
0,0.109877,0,0.061,0,0,0.0141,0.4484,0.4765,0,0,1
0.026316,0.103528,0.350539,0.0134,0.0144,0.0134,0.9588,0,0,1,1,0
0.026316,0.023231,0.10134,0.4518,0.198,0.1015,0.2487,0,0,1,1,0
0,0.075536,0,0.027,0.006,0.009,0.958,0,0,0,1,0
0.078947,0.038183,0.028732,0.0509,0.0148,0.0082,0.0148,0.0099,0.9015,1,0,1
0,0.004401,0,0.1739,0.1739,0.087,0.087,0.087,0.3913,0,1,0
0.026316,0.010497,0.021549,0.4342,0.5658,0,0,0,0,1,0,1
0,0.044441,0,0.5797,0.2464,0.0797,0.0942,0,0,0,1,0
0.026316,0.081488,0.077315,0.878,0.1176,0.0044,0,0,0,1,1,0
0.078947,0.082335,0.064211,0.2323,0.0689,0.0621,0.0655,0.0804,0.4909,1,1,0
0,0.118895,0,0.6545,0.0164,0.0164,0.3127,0,0,0,1,0
0,0.001299,0,0.3077,0.1538,0.5385,0,0,0,0,0,1
0,0.003463,0,0.0435,0.7391,0.1304,0,0.087,0,0,0,1
0,0.002381,0,0.087,0,0.087,0.1739,0.5217,0.1304,0,0,1
0.052632,0.010653,0.049905,0.0649,0.0519,0.0455,0.039,0.039,0.7597,1,1,0
0,0.004617,0,0.3043,0.1304,0.1739,0.3913,0,0,0,1,0
0,0.037804,0,0.8596,0.0337,0.0674,0.0393,0,0,0,1,0
0,0.130943,0,0.7801,0.2199,0,0,0,0,0,1,0
0.026316,0.038489,0.013905,0.0333,0.0111,0.0407,0.1148,0.1667,0.6333,1,0,1
0,0.005267,0,0.4667,0.2667,0.1333,0.1333,0,0,0,1,0
0.078947,0.123061,0.011284,0.2284,0.0171,0.018,0.0175,0.0171,0.7019,1,1,0
0,0.249693,0,0.3762,0.0155,0.0155,0.0155,0.0155,0.5617,0,1,0
0.026316,0.029291,0.04237,0.2287,0.1297,0.1365,0.1775,0.3276,0,1,1,0
0.052632,0.072987,0.129987,0.2931,0.0549,0.0559,0.0608,0.0618,0.4735,1,1,0
0.026316,0.086718,0.011939,0.222,0.011,0.011,0.0122,0.011,0.7329,1,1,0
0,0.001154,0,0.125,0.125,0.125,0.125,0.125,0.375,0,1,0
0,0.036433,0,0.0789,0,0,0.0307,0.2588,0.6316,0,0,1
0,0.002886,0,0.2,0.8,0,0,0,0,0,0,1
0,0.002814,0,0.0625,0.0625,0.0625,0.0625,0.0625,0.6875,0,1,0
0,0.22401,0,0.1431,0.0106,0.0125,0.8338,0,0,0,1,0
0,0.166943,0,0.7901,0.0773,0.0608,0.047,0.0249,0,0,1,0
0,0.104899,0,0.0081,0,0.0061,0.9858,0,0,0,0,1
0,0.020489,0,0.5545,0.0297,0.0198,0.396,0,0,0,1,0
0,0.00707,0,0.0244,0,0,0,0,0.9756,0,0,1
0,0.001659,0,0.25,0.1667,0.25,0.1667,0.0833,0.0833,0,1,0
0,0.091696,0,0.0391,0.037,0.0283,0.0348,0.0587,0.8022,0,1,0
0,0.017748,0,0.0115,0.0115,0.2644,0.023,0.023,0.6667,0,1,0
0.078947,0.044261,0.066007,0.4701,0.1052,0.1299,0.1325,0.1623,0,1,1,0
0,0.00303,0,0.0556,0.0556,0.0556,0.0556,0.0556,0.7222,0,1,0
0.026316,0.205072,0.031814,0.5075,0.2028,0.1539,0.0939,0.0316,0.0103,1,1,0
0,0.071496,0,0.0178,0.0148,0.0148,0.0148,0.0178,0.9199,0,1,0
0.052632,0.009788,0.195108,0.2533,0.12,0.4933,0.12,0.0133,0,1,1,0
0.078947,0.007485,0.093817,0.2297,0.2838,0.1351,0.0811,0.1419,0.1284,1,1,0
0,0.314119,0,0.1368,0.0103,0.0103,0.0124,0.1546,0.6756,0,1,0
0,0.043143,0,0.9827,0.0173,0,0,0,0,0,1,0
0,0.017964,0,0.1744,0.0116,0.0116,0.0116,0.0116,0.7791,0,1,0
0,0.004112,0,0.381,0.1905,0.2381,0.1429,0.0476,0,0,1,0
0.078947,0.043233,0.057804,0.123,0.6382,0.2387,0,0,0,1,0,1
0,0.089387,0,0.8201,0.0192,0.0312,0.1295,0,0,0,1,0
0,0.455956,0,0.0581,0.0371,0.0362,0.0376,0.039,0.7919,0,1,0
0,0.110598,0,0.019,0.019,0.019,0.019,0.0229,0.901,0,1,0
0.026316,0.002056,0.324767,0,0,0.5217,0.3913,0.0435,0.0435,1,0,1
0.131579,0.028678,0.041147,0.0313,0.0156,0.0156,0.0313,0.0625,0.8438,1,1,0
0.052632,0.070173,0.104288,0.1391,0.1109,0.1089,0.107,0.1012,0.4329,1,1,0
0,0.113556,0,0.0131,0.0131,0.0131,0.0131,0.0149,0.9328,0,1,0
0.026316,0.038814,0.160673,0.3148,0,0,0.0139,0,0.6713,1,0,1
0.026316,0.0439,0.133372,0.8728,0.1127,0.0145,0,0,0,1,1,0
0,0.29161,0,0,0,0,0,0,1,0,0,1
0.052632,0.037684,0.018128,0.0434,0,0,0.0113,0.0132,0.9321,1,0,1
0,0.076041,0,0.0028,0.0028,0.0028,0.9915,0,0,0,1,0
0,0.026261,0,0.7034,0.1271,0.161,0.0085,0,0,0,1,0
0.052632,0.069139,0.030395,0.6885,0.1136,0.0499,0.0413,0.0396,0.0671,1,1,0
0,0.161027,0,0.8362,0.0148,0.0148,0.1342,0,0,0,1,0
0.052632,0.002164,0.117975,0.1351,0.1081,0.2162,0.1351,0.0541,0.3514,1,1,0
0,0.003247,0,0.1053,0.1053,0.1053,0.6842,0,0,0,1,0
0.052632,0.155376,0.089036,0.0943,0.0093,0.0098,0.0084,0.0084,0.8698,1,1,0
0,0.004112,0,0.1364,0.1364,0.6364,0.0909,0,0,0,1,0
0,0.012842,0,0.3721,0.5814,0.0465,0,0,0,0,1,0
0,0.002525,0,0.25,0.0625,0.0625,0.625,0,0,0,1,0
0,0.22134,0,0.9698,0.0302,0,0,0,0,0,1,0
0,0.029219,0,0.1884,0.2609,0.2464,0.1087,0.0507,0.1449,0,1,0
0,0.077195,0,0.0034,0,0.0034,0.7635,0.0068,0.223,0,1,0
0,0.261886,0,0.9878,0.0122,0,0,0,0,0,1,0
0,0.420677,0,0.979,0.0181,0.0029,0,0,0,0,1,0
0,0.086646,0,0.9529,0.005,0.005,0.0372,0,0,0,1,0
0,0.002958,0,0.7333,0,0,0,0,0.2667,0,0,1
0.078947,0.070467,0.023442,0.0115,0.1026,0.8859,0,0,0,1,0,1
0.026316,0.001082,0.114153,0.3684,0.1053,0.1053,0.2105,0.2105,0,1,0,1
0.026316,0.035423,0.045792,0.3122,0.0802,0.0633,0.0591,0.0675,0.4177,1,1,0
0.026316,0.221521,0.013395,0.0206,0.1379,0.5643,0.1543,0.123,0,1,0,1
0,0.001299,0,0.1111,0,0,0,0,0.8889,0,0,1
0,0.002381,0,0.2143,0.1429,0.1429,0.1429,0.2143,0.1429,0,1,0
0.105263,0.02199,0.045974,0.2248,0.0234,0.0211,0.0211,0.0211,0.6885,1,1,0
0,0.060602,0,0.7631,0.007,0.007,0.223,0,0,0,1,0
0.026316,0.05079,0.123908,0.2399,0.0255,0.0234,0.0255,0.0934,0.5924,1,1,0
0,0.084409,0,0.1839,0.4052,0.2356,0.0948,0.046,0.0345,0,1,0
0.026316,0.015583,0.013687,0.3077,0,0,0,0.5385,0.1538,1,1,0
0.078947,0.068574,0.098282,0.3293,0.6707,0,0,0,0,1,0,1
0.078947,0.040437,0.058096,0.6099,0.0146,0.012,0.0146,0.0133,0.3356,1,1,0
0,0.001804,0,0.8841,0.1014,0.0145,0,0,0,0,1,0
0,0.020056,0,0,0,0.125,0,0.25,0.625,0,0,1
0,0.000505,0,0.4,0.2,0.2,0.2,0,0,0,1,0
0,0.01515,0,0.0877,0.0526,0.3158,0.0526,0.0526,0.4386,0,1,0
0,0.067095,0,0.4434,0.0189,0.0189,0.0189,0.0189,0.4811,0,1,0
0,0.488998,0,0.5689,0.0235,0.0221,0.0158,0.0199,0.3498,0,1,0
0,0.562946,0,0.5436,0.091,0.1474,0.2179,0,0,0,1,0
0,0.002092,0,0.25,0.0833,0.25,0.4167,0,0,0,1,0
0.315789,0.016821,0.024346,0.4747,0,0.0202,0.5051,0,0,1,1,0
0,0.005122,0,0.0909,0.0909,0.8182,0,0,0,0,1,0
0,0.004112,0,0.0556,0,0.5556,0.0556,0.3333,0,0,1,0
0,0.000794,0,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,1,0
0,0.013635,0,0.0857,0,0,0.0857,0.0857,0.7429,0,0,1
0,0.003319,0,0.05,0,0,0,0,0.95,0,0,1
0,0.105259,0,0.1697,0.0061,0.0061,0.818,0,0,0,1,0
0,0.000433,0,0.2,0,0,0,0,0.8,0,0,1
0.052632,0.160474,0.016926,0.1533,0.0951,0.087,0.1008,0.0757,0.4881,1,1,0
0.026316,0.23916,0.05562,0.0036,0.005,0.0041,0.0041,0.0041,0.9793,1,1,0
0,0.002525,0,0.1429,0.0714,0.0714,0.0714,0.0714,0.5714,0,1,0
0.052632,0.066397,0.02326,0.1459,0.0161,0.0547,0.7833,0,0,1,1,0
0.026316,0.022906,0.100539,0.0369,0.0164,0.0738,0.873,0,0,1,0,1
0,0.050429,0,0.0261,0.113,0.2739,0.2652,0.2652,0.0565,0,0,1
0,0.089099,0,0.3491,0.1855,0.1447,0.1635,0.1006,0.0566,0,1,0
0.131579,0.070029,0.041526,0.1376,0.1646,0.2808,0.1279,0.2273,0.0617,1,0,1
0.052632,0.158767,0.009755,0.0171,0.0113,0.0108,0.9608,0,0,1,1,0
0.026316,0.073155,0.013323,0.1615,0.4691,0.0997,0.1966,0.0225,0.0506,1,0,1
0,0.046245,0,0.7156,0.2559,0.0284,0,0,0,0,1,0
0,0.022509,0,0.1193,0.1193,0.1468,0.1927,0.1101,0.3119,0,1,0
0,0.082822,0,0.1039,0.1013,0.1013,0.1169,0.1688,0.4078,0,1,0
0.026316,0.178342,0.019147,0.6067,0.1646,0.0861,0.0679,0.0746,0,1,1,0
0,0.467932,0,0.1995,0.021,0.0238,0.0196,0.0103,0.7259,0,1,0
0,0.042998,0,0.8068,0.1932,0,0,0,0,0,0,1
0.052632,0.027992,0.014415,0.1908,0.0916,0.1094,0.1221,0.3893,0.0967,1,1,0
0,0.01313,0,0.0455,0.0152,0.3788,0.5606,0,0,0,1,0
0,0.001226,0,0.375,0.25,0.125,0.125,0.125,0,0,1,0
0,0.009595,0,0.2222,0.0741,0.0247,0.0247,0.0247,0.6296,0,1,0
0,0.000577,0,0.2,0,0.8,0,0,0,0,0,1
0,0.00505,0,0.04,0,0.96,0,0,0,0,1,0
0,0.291898,0,0.06,0.0177,0.0169,0.0169,0.0177,0.8709,0,1,0
0,0.010389,0,0.6923,0.1795,0.1282,0,0,0,0,1,0
0,0.010028,0,0,0.02,0.1,0.02,0.04,0.82,0,0,1
0,0.00101,0,1,0,0,0,0,0,0,1,0
0,0.001515,0,0.7778,0.2222,0,0,0,0,0,1,0
0,0.000794,0,0.1429,0.1429,0.1429,0.1429,0.1429,0.2857,0,1,0
0.052632,0.092105,0.011029,0,9e-04,9e-04,0.0279,0.1857,0.7847,1,0,1
0,0.067528,0,0.0063,0,0,0,0,0.9937,0,0,1
0.105263,0.042551,0.043517,0.3044,0.1393,0.1527,0.1311,0.0671,0.2054,1,1,0
0.026316,0.151252,0.054455,0.0128,0.0099,0.0085,0.9688,0,0,1,1,0
0,0.015439,0,0.8289,0.0263,0.0263,0.0395,0.0263,0.0526,0,1,0
0,0.000938,0,0.2857,0.2857,0.2857,0.1429,0,0,0,1,0
0,0.001371,0,0,1,0,0,0,0,0,1,0
0,0.002886,0,0.8571,0.1429,0,0,0,0,0,1,0
0,0.002164,0,0.6667,0.25,0.0833,0,0,0,0,1,0
0,0.336339,0,0.2515,0.3185,0.2946,0.078,0.0251,0.0322,0,1,0
0,0.013203,0,0.8716,0.078,0.0183,0.0031,0.0015,0.0275,0,1,0
0.078947,0.062225,0.072729,0.465,0.0225,0.0216,0.0207,0.0207,0.4494,1,1,0
0,0.020994,0,0.0918,0,0,0,0,0.9082,0,0,1
0,0.069043,0,0.3785,0.1275,0.1116,0.3825,0,0,0,1,0
0.026316,0.008585,0.038658,0.6939,0.0816,0.0408,0.0204,0.0408,0.1224,1,1,0
0,0.002092,0,0.0833,0,0.0833,0.5833,0.0833,0.1667,0,1,0
0,0.598875,0,4e-04,0.0072,0.0134,0.0784,0.2436,0.657,0,1,0
0,0.481423,0,0.0267,0.0272,0.0267,0.0303,0.349,0.5401,0,1,0
0.026316,0.044441,0.119831,0.9694,0.0262,0.0044,0,0,0,1,1,0
0,0.010966,0,0.05,0,0,0.1167,0.8,0.0333,0,0,1
